jam_criteria,jam_end_date,jam_host,jam_name,jam_no_joined,jam_no_rating,jam_no_submissions,jam_start_date,jam_url,jam_english,jam_duration
Overall||Gameplay||Visuals||Audio||Innovation||Overall,2018-06-12 01:00:00,Geta,Geta Game Jam #3: Ten Seconds,53,72,13,2018-06-09 01:00:00,https://www.itch.io/jam/geta-game-jam-3,y,72.0
Overall||Overall||Fun Factor||Balance||Visuals||Music and Sound||Polish||Weirdness/Charm,2019-07-15 13:00:00,Butterscotch Shenanigans,Butterscotch ShenaniJam 2019,403,1219,110,2019-07-12 13:00:00,https://www.itch.io/jam/bscotch2019,y,72.0
Overall||Overall||Fun Factor||Balance||Visuals||Music and Sound||Polish,2018-06-11 13:00:00,Butterscotch Shenanigans,Butterscotch ShenaniJam 2018,392,1532,117,2018-06-08 13:00:00,https://www.itch.io/jam/bscotch2018,y,72.0
Overall||Fun||Creativity||Polish||Theme,2019-04-08 00:00:00,ViolentCrumble,GDL - April Jam,54,83,10,2019-04-05 00:00:00,https://www.itch.io/jam/gdl-april-jam,y,72.0
Overall||Fun||Creativity||Polish||Theme,2017-12-11 00:00:00,ViolentCrumble,GDL - Fishy Jam,54,120,14,2017-12-08 00:00:00,https://www.itch.io/jam/gdl-fishing-jam,y,72.0
<3,2016-06-06 10:00:00,tonypai||tppr2046||PLAYBILLY||Akum,Kuso Game Jam 2016,54,186,24,2016-06-03 10:00:00,https://www.itch.io/jam/kuso-game-jam-2016,y,72.0
Overall||Graphics||Audio||Fun||Innovation||Technical||Theme,2019-01-07 18:00:00,Joshua McLean,Shape Jam,62,0,16,2019-01-04 18:00:00,https://www.itch.io/jam/shape-jam,y,72.0
Overall||Fun||Creativity||Polish||Theme,2018-05-14 00:00:00,ViolentCrumble,GDL - May Jam,57,305,20,2018-05-11 00:00:00,https://www.itch.io/jam/gdl-may-jam,y,72.0
Best game||Best writing||Best technical magic,2018-09-03 19:00:00,My Sweet Whomp||paulloz,inkJam 2018,255,0,55,2018-08-31 19:00:00,https://www.itch.io/jam/inkjam,y,72.0
Overall||Respect of the limitations||Game play||Game design||Music||Sound effects||Graphics,2018-09-24 04:00:00,ZahranW||KingW,Mini Jam 11 -Harvest-,59,136,15,2018-09-21 04:00:00,https://www.itch.io/jam/mini-jam-11-,y,72.0
Overall||Gameplay||Art||Sounds||Story,2019-02-25 05:00:00,ZahranW,Mini Jam 22: Anime,60,113,11,2019-02-22 05:00:00,https://www.itch.io/jam/mini-jam-22-anime,y,72.0
Overall||Fun||Creativity||Polish||Theme,2017-01-30 00:00:00,ViolentCrumble,GDL - Jamming January Jam,60,181,14,2017-01-27 00:00:00,https://www.itch.io/jam/gdl-Jamming-January-Jam,y,72.0
Overall||Gameplay||Art||Audio||Presentation,2019-03-25 04:00:00,ZahranW||Mini Jam Official,Mini Jam 24: Space,245,456,59,2019-03-22 04:00:00,https://www.itch.io/jam/mini-jam-24-space,y,72.0
Overall||Overall||Gameplay||Graphics||Sound||Mood,2017-02-21 02:00:00,Sheepolution||josefnpat||rxi,LÖVE Jam,217,421,32,2017-02-18 02:00:00,https://www.itch.io/jam/love2d-jam,y,72.0
Overall||Gameplay||Visuals||Music/Sound Design||Use of theme,2018-01-07 23:00:00,Gman8r,Touhou Fan Game Jam,58,302,16,2018-01-04 23:00:00,https://www.itch.io/jam/touhou-jam,y,72.0
Overall||Gameplay||Art||Audio||Presentation,2019-09-09 05:00:00,ZahranW,Mini Jam 36: Nature,166,215,42,2019-09-06 05:00:00,https://www.itch.io/jam/mini-jam-36-nature,y,72.0
Overall||Gameplay||Visuals||Music/Sound Design||Story/Writing||Use of Theme,2018-07-15 19:00:00,Gman8r,Touhou Fan Game Jam 2,74,571,25,2018-07-12 19:00:00,https://www.itch.io/jam/touhou-jam-2,y,72.0
Overall||Gameplay||Art||Audio||Innovation,2019-07-08 21:00:00,Geta,Geta Game Jam 8,166,547,40,2019-07-05 21:00:00,https://www.itch.io/jam/geta-game-jam-8,y,72.0
Overall||Gameplay||Art||Audio||Presentation,2019-07-15 05:00:00,ZahranW||Mini Jam Official,Mini Jam 32: Explosions,141,390,38,2019-07-12 05:00:00,https://www.itch.io/jam/mini-jam-32-explosions,y,72.0
Overall||Fun||Creativity||Polish||Theme,2018-10-29 00:00:00,ViolentCrumble,GDL - Spooky Jam,92,182,14,2018-10-26 00:00:00,https://www.itch.io/jam/gdl-spooky-jam,y,72.0
Overall||Gameplay||Art||Audio||Presentation,2019-10-21 05:00:00,ZahranW||Mini Jam Official,Mini Jam 39: Monsters,138,219,25,2019-10-18 05:00:00,https://www.itch.io/jam/mini-jam-39-monsters,y,72.0
Overall||Fun||Theme||Graphics||Audio||Humor||Special Mention #1||Special Mention #2||Special Mention #3,2018-05-15 01:00:00,fuzzmonkey,Pre-Indie Game Jam,127,412,36,2018-05-12 01:00:00,https://www.itch.io/jam/preindie,y,72.0
Overall||Gameplay||Art||Story||Sounds,2019-02-11 05:00:00,ZahranW,Mini Jam 21: Stories,94,95,14,2019-02-08 05:00:00,https://www.itch.io/jam/mini-jam-21-stories,y,72.0
Overall||Gameplay||Concept||Visuals||Audio||Story/Writing||Challenge (Tough but Fair)||Use of Theme (LGBT Pride / Identity),2019-06-23 19:00:00,Gman8r||Nitori,Touhou Fan Game Jam 4,125,1095,46,2019-06-20 19:00:00,https://www.itch.io/jam/touhou-jam-4,y,72.0
Overall||Gameplay||Art||Audio||Presentation,2019-06-03 05:00:00,ZahranW||Mini Jam Official,Mini Jam 29: Ninjas,95,354,31,2019-05-31 05:00:00,https://www.itch.io/jam/mini-jam-29-ninjas,y,72.0
Overall||Gameplay||Art||Audio||Presentation,2019-05-20 05:00:00,ZahranW,Mini Jam 28: Pirates,123,309,45,2019-05-17 05:00:00,https://www.itch.io/jam/mini-jam-28-pirates,y,72.0
WOWIE!||Fun||Simplicity||Visuals||Sound||Creativity||Topic,2019-02-04 08:00:00,Jonas Tyroller,Wowie Jam!,117,468,49,2019-02-01 08:00:00,https://www.itch.io/jam/wowie-jam,y,72.0
Overall||Gameplay||Graphics||Sound||Mood,2018-02-20 02:00:00,Sheepolution||rxi,LÖVE Jam 2018,115,286,30,2018-02-17 02:00:00,https://www.itch.io/jam/love2d-jam-2018,y,72.0
Overall||Gameplay||Art||Audio||Innovation,2019-01-07 21:00:00,Geta,Geta Game Jam 6,102,206,23,2019-01-04 21:00:00,https://www.itch.io/jam/geta-game-jam-6,y,72.0
Over All||Respect of the limitations||Respect of the theme||Game play||Game design||Sound||Graphics,2018-10-22 04:00:00,ZahranW||Mini Jam Official,Mini Jam 13 -Villains-,102,193,25,2018-10-19 04:00:00,https://www.itch.io/jam/mini-jam-13-villains-,y,72.0
Overall||Gameplay||Art||Audio||Presentation,2019-05-06 05:00:00,ZahranW,Mini Jam 27: Celebration,108,132,26,2019-05-03 05:00:00,https://www.itch.io/jam/mini-jam-27-celebration,y,72.0
Overall||Theme Creativity||Object Creativity||Enjoyment||Kick-Ass Game Name||Sound||Visuals||Gameplay,2017-07-03 12:00:00,TairaGames,Dev Squad Jam,110,314,31,2017-06-30 12:00:00,https://www.itch.io/jam/dev-squad-jam,y,72.0
Overall||Gameplay||Art||Audio||Presentation,2019-04-22 04:59:59,ZahranW||Mini Jam Official,Mini Jam 26: Storms,115,152,23,2019-04-19 04:59:59,https://www.itch.io/jam/mini-jam-26-storms,y,72.0
Overall||Graphics||Audio||Fun||Technical||Theme,2018-12-10 19:00:00,Joshua McLean,Retro Platformer Jam (Prizes!),90,0,15,2018-12-07 19:00:00,https://www.itch.io/jam/retro-platformer-jam,y,72.0
Overall||Fun||Creativity||Polish||Theme,2018-01-22 00:00:00,ViolentCrumble,GDL January Jam,70,353,19,2018-01-19 00:00:00,https://www.itch.io/jam/gdl-january-jam,y,72.0
Overall||Gameplay||Art||Audio||Presentation,2019-09-23 05:00:00,ZahranW||Mini Jam Official,Mini Jam 37: Engineering,86,66,11,2019-09-20 05:00:00,https://www.itch.io/jam/mini-jam-37-engineering,y,72.0
Overall||Gameplay||Visuals||Audio||Mood||Innovation,2019-08-26 21:00:00,Geta,Geta Game Jam 9,145,0,33,2019-08-23 21:00:00,https://www.itch.io/jam/geta-game-jam-9,y,72.0
Overall||Art||Sounds||Design||Respect of the theme,2018-11-19 05:00:00,ZahranW,Mini Jam 15 Technology,72,265,23,2018-11-16 05:00:00,https://www.itch.io/jam/mini-jam-15-technology,y,72.0
Overall||Fun||Creativity||Polish||Theme,2018-10-01 00:00:00,ViolentCrumble,GDL - September Jam,74,107,13,2018-09-28 00:00:00,https://www.itch.io/jam/gdl-september-jam,y,72.0
Overall||Gameplay||Art||Sounds||Respect of the theme,2018-12-31 05:00:00,ZahranW,Mini Jam 18: Dreams,113,346,32,2018-12-28 05:00:00,https://www.itch.io/jam/mini-jam-18-dreams,y,72.0
Overall,2018-07-10 02:00:00,OneratGames,Jamingtons 6.0,74,0,11,2018-07-07 02:00:00,https://www.itch.io/jam/jamingtons6,y,72.0
Overall||Gameplay||Theme||Aesthetics||Sound,2019-06-25 04:00:00,ScoreSpace,ScoreSpace Jam #5 [Presented by Shacknews],74,164,20,2019-06-22 04:00:00,https://www.itch.io/jam/scorejam5,y,72.0
Overall||Gameplay||Art||Audio||Presentation,2019-04-08 05:00:00,ZahranW||Mini Jam Official,Mini Jam 25: Spirits,165,467,47,2019-04-05 05:00:00,https://www.itch.io/jam/mini-jam-25-spirits,y,72.0
Overall||Gameplay||Art||Sounds,2019-01-28 05:00:00,ZahranW,Mini Jam 20: Music,75,204,26,2019-01-25 05:00:00,https://www.itch.io/jam/mini-jam-20-music,y,72.0
Overall||Fun||Creativity||Polish||Theme,2018-07-16 00:00:00,ViolentCrumble||Louis,GDL - July Jam,160,608,40,2018-07-13 00:00:00,https://www.itch.io/jam/gdl-july-jam,y,72.0
Overall||Fun||Creativity||Polish||Theme,2017-03-27 00:00:00,ViolentCrumble,GDL  March Madness Jam,77,138,16,2017-03-24 00:00:00,https://www.itch.io/jam/gdl-march-madness-jam,y,72.0
Overall||Fun||Creativity||Polish||Theme,2019-07-29 00:00:00,ViolentCrumble,GDL - July Jam,78,272,18,2019-07-26 00:00:00,https://www.itch.io/jam/gdl-july-jam-2,y,72.0
Overall||Developer's Choice||Streamer's Choice||ScoreSpace Choice||Gameplay||Theme||Aesthetics||Sound,2019-08-20 04:00:00,ScoreSpace,ScoreSpace Jam #6 [Presented by Shacknews],83,215,22,2019-08-17 04:00:00,https://www.itch.io/jam/scorejam6,y,72.0
Overall||Gameplay||Art||Audio||Presentation,2019-06-17 05:00:00,ZahranW||Chris Maltby||Mini Jam Official,Mini Jam 30 + GBStudio,148,333,34,2019-06-14 05:00:00,https://www.itch.io/jam/mini-jam-30-gameboy,y,72.0
Overall||Gameplay||Art||Audio||Presentation,2019-07-01 05:00:00,ZahranW||Mini Jam Official,Mini Jam 31: Movies,83,145,18,2019-06-28 05:00:00,https://www.itch.io/jam/mini-jam-31-movies,y,72.0
Overall||Gameplay||Art||Audio||Presentation,2019-08-12 05:00:00,ZahranW||Mini Jam Official,Mini Jam 34: Balance,84,291,27,2019-08-09 05:00:00,https://www.itch.io/jam/mini-jam-34-balance,y,72.0
Overall||Gameplay||Art||Audio||Presentation,2019-08-26 05:00:00,ZahranW||Mini Jam Official,Mini Jam 35: Vikings,85,120,14,2019-08-23 05:00:00,https://www.itch.io/jam/mini-jam-35-vikings,y,72.0
Overall||Gameplay||Art||Sounds,2019-01-14 05:00:00,ZahranW,Mini Jam 19: Mysteries,85,178,27,2019-01-11 05:00:00,https://www.itch.io/jam/mini-jam-19-mysteries,y,72.0
Overall||Gameplay||Art||Audio||Presentation,2019-10-07 05:00:00,ZahranW||Mini Jam Official,Mini Jam 38: Food,99,141,24,2019-10-04 05:00:00,https://www.itch.io/jam/mini-jam-38-food,y,72.0
Overall||Fun||Creativity||Polish||Theme,2017-10-09 00:00:00,ViolentCrumble,GDL - Quantum Jam,75,81,11,2017-10-06 00:00:00,https://www.itch.io/jam/gdl-quantum-jam,y,72.0
Overall||Overall||Gameplay||Theme||Aesthetics||Sound,2019-05-07 04:00:00,ScoreSpace,ScoreSpace Jam #4,40,75,14,2019-05-04 04:00:00,https://www.itch.io/jam/scorejam4,y,72.0
Overall,2019-06-02 02:00:00,OneratGames,Jamingtons 7,39,0,12,2019-05-30 02:00:00,https://www.itch.io/jam/jamingtons7,y,72.0
Overall||Gameplay||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Theme||Audio||Audio||Audio||Audio||Graphics||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio||Audio,2017-04-17 19:00:00,jmas,GC Jam 3,49,0,14,2017-04-14 19:00:00,https://www.itch.io/jam/gc-jam-3,y,72.0
Overall||Fun||Creativity||Polish||Theme,2017-07-03 00:00:00,ViolentCrumble,GDL July JiggleJam,43,126,10,2017-06-30 00:00:00,https://www.itch.io/jam/gdl-july-jiggle-jam,y,72.0
Overall,2017-12-03 13:00:00,OneratGames,Jamingtons 4.0,36,0,11,2017-11-30 13:00:00,https://www.itch.io/jam/jamingtons4,y,72.0
Overall||Overall||Gameplay||Theme||Aesthetics||Sound,2019-03-05 05:00:00,ScoreSpace,The New ScoreSpace Game Jam!,35,49,10,2019-03-02 05:00:00,https://www.itch.io/jam/scorejam3,y,72.0
Overall||Gameplay||Visuals||Audio||How much do you enjoy the game overall?||How well does it fit the theme?,2019-07-08 09:00:00,rocknightstudios,Trijam #26: Do you dare to try?,33,93,15,2019-07-05 09:00:00,https://www.itch.io/jam/trijam-26,y,72.0
Overall||Gameplay||Visuals||Audio||How much do you enjoy the game overall?||How well does the game fit the theme,2019-08-26 09:00:00,rocknightstudios||Yagich,Trijam #33: Do you dare to try?,30,58,10,2019-08-23 09:00:00,https://www.itch.io/jam/trijam-33,y,72.0
Overall||Playability||Visual Impression||Audio||Innovation / Creativity||Theme / Concept||Overall Enjoyment,2018-03-26 15:00:00,DumbGameDev,Playmaker Game Jam 2018,29,90,13,2018-03-23 15:00:00,https://www.itch.io/jam/playmaker,y,72.0
Overall||Frustration||Unfairness||Confusion||Uncanny valley||Ear destruction||Bugs||Microtransactions,2019-08-25 16:00:00,adriendittrick,Game Breaker's Toolkit Jam,27,63,15,2019-08-22 16:00:00,https://www.itch.io/jam/game-breakers-toolkit-jam,y,72.0
Overall||Fun||Creativity||Polish||Theme,2017-06-05 00:00:00,ViolentCrumble,GDL June Gene Jam,46,175,16,2017-06-02 00:00:00,https://www.itch.io/jam/gdl-june-gene-jam,y,72.0
Overall,2017-07-10 08:00:00,avaugoux,“MIND ‹RE› SET”: 이주와 통합에 대한 디지털적 접근,22,0,14,2017-07-07 08:00:00,https://www.itch.io/jam/mind-re-set-,y,72.0
Overall||Gameplay||Visuals||Audio||How much do you enjoy the game overall?||How well does the game fit the theme,2019-07-29 09:00:00,rocknightstudios,Trijam #29: Do you dare to try?,18,34,12,2019-07-26 09:00:00,https://www.itch.io/jam/trijam-29,y,72.0
Overall||Fun||Creativity||Polish||Theme,2018-02-25 14:00:00,ViolentCrumble,GDL - February Change Jam,47,137,13,2018-02-22 14:00:00,https://www.itch.io/jam/gdl-feb-change-jam,y,72.0
Overall||Fun||Creativity||Polish||Theme,2016-09-19 00:00:00,ViolentCrumble,Game Dev League September Game Jam,15,108,12,2016-09-16 00:00:00,https://www.itch.io/jam/game-dev-league-september-game-jam,y,72.0
Overall,2017-08-21 21:18:00,lcrabbit||Hyreos,Boteco Jam,26,0,10,2017-08-18 21:00:00,https://www.itch.io/jam/boteco-jam-1,y,72.3
Overall feeling||Narration||Originality,2019-09-23 19:30:00,paulloz,inkJam 2019,119,242,25,2019-09-20 19:00:00,https://www.itch.io/jam/inkjam-2019,y,72.5
Overall||Overall||Gameplay||Graphics||Audio||Theme||Fun,2018-02-19 20:00:00,gamesplusjames,Games Plus Jam,224,521,73,2018-02-16 19:00:00,https://www.itch.io/jam/gamesplusjam,y,73.0
Overall||•	Strong connection to the theme||•	Commercial Potential||•	Fun||•	Innovation||•	Graphics||•	Audio||•	Narrative||•	Teamwork evident in game creation,2019-03-11 13:00:00,Jamfuser,Jamfuser,96,268,13,2019-03-08 12:00:00,https://www.itch.io/jam/jamfuser,y,73.0
Overall||Overall||Respect of the limitations||Graphics||Sound||Game Design,2018-11-05 05:00:00,ZahranW||Mini Jam Official,Mini Jam 14 -Elements-,108,225,25,2018-11-02 04:00:00,https://www.itch.io/jam/mini-jam-14-elements-,y,73.0
Overall||xkcd-ness (how well it matches/interprets the comic)||Fun||Innovation||Visuals||Audio,2017-11-20 11:00:00,Xavier Ekkel,xkcd Game Jam,342,1235,88,2017-11-17 10:00:00,https://www.itch.io/jam/xkcdgamejam,y,73.0
Overall||Theme - استخدام موضوع الزنقة||Fun Factor - عامل التسلية||Innovation - الابداع||Graphics/Visuals - المرئيات/الجرافيكس||Sound - الصوتيات,2019-09-01 22:20:00,Danar Kayfi,Game Zanga 9,371,1130,80,2019-08-29 21:00:00,https://www.itch.io/jam/gamezanga9,y,73.33333333333333
Overall||Theme - استخدام موضوع الزنقة||Fun Factor - عامل التسلية||Innovation - الابداع||Graphics/Visuals - المرئيات/الجرافيكس||Sound - الصوتيات||Overall - التقييم عام,2016-09-04 22:20:00,Danar Kayfi,Game Zanga 6,136,1054,76,2016-09-01 21:00:00,https://www.itch.io/jam/game-zanga-6,y,73.33333333333333
Overall / Note globale||Gameplay||Writing / Écriture||Mood / Ambiance||Theme use / Utilisation du thème,2019-04-22 19:30:00,Game Dev Alliance,GDA JAM,206,352,35,2019-04-19 18:00:00,https://www.itch.io/jam/gda-jam,y,73.5
Overall · Note globale||Gameplay · Systèmes de jeu||Storytelling & Writing · Écriture et narration||Aesthetics & Mood · Esthétique et ambiance||Theme interpretation · Interprétation du thème,2018-07-23 18:30:00,Aurélien Dos Santos||Game Dev Alliance,RPG Maker Jam #3,336,1021,77,2018-07-20 17:00:00,https://www.itch.io/jam/rpgmakerjam3,y,73.5
Overall||Theme - استخدام موضوع الزنقة||Fun Factor - عامل التسلية||Innovation - الابداع||Graphics/Visuals - المرئيات/الجرافيكس||Sound - الصوتيات||Overall - التقييم عام,2015-08-02 22:30:00,Danar Kayfi||Saemon,Game Zanga 5,60,657,57,2015-07-30 21:00:00,https://www.itch.io/jam/game-zanga-5,y,73.5
Overall||Music||Innovation||Fun||Visuals,2017-09-25 12:30:00,Xavier Ekkel,Music Game Jam,311,1137,56,2017-09-22 11:00:00,https://www.itch.io/jam/musicgamejam,y,73.5
Overall||Theme - استخدام موضوع الزنقة||Fun Factor - عامل التسلية||Innovation - الابداع||Graphics/Visuals - المرئيات/الجرافيكس||Sound - الصوتيات,2018-08-19 22:59:59,Danar Kayfi,Game Zanga 8,381,1438,100,2018-08-16 21:00:00,https://www.itch.io/jam/gamezanga8,y,73.99972222222222
Overall||Theme - استخدام موضوع الزنقة||Fun Factor - عامل التسلية||Innovation - الابداع||Graphics/Visuals - المرئيات/الجرافيكس||Sound - الصوتيات,2017-09-24 23:00:00,Danar Kayfi,Game Zanga 7,239,993,79,2017-09-21 21:00:00,https://www.itch.io/jam/gamezanga7,y,74.0
Overall||Innovation||Theme||Aesthetics||Feel,2017-07-17 06:00:00,metc||Game Maker's Toolkit,Game Maker's Toolkit Jam,2857,3702,729,2017-07-14 04:00:00,https://www.itch.io/jam/gmtk-jam,y,74.0
Overall||Usableness||Cuteness||Uniqueness||Completeness||Ambitiousness,2018-02-06 06:10:00,rousr||babyjeans||rabblrouser||net8floz,Rousr's Virtual Pet Jam,148,248,44,2018-02-03 01:30:00,https://www.itch.io/jam/virtual-pets,y,76.66666666666667
Overall||Theme interpretation||Gameplay||Graphics and Sound,2018-06-18 23:59:59,Godot Engine||gdquest||mhilbrunner||QbieShay||Akien,Godot Community Game Jam - June 2018,358,3632,107,2018-06-15 18:00:00,https://www.itch.io/jam/godotjam062018,y,77.99972222222222
Overall||Creativity||Quirkiness||Inspirational,2019-07-01 05:00:00,Llewelyn 'NylePudding' Griffiths,sok-stories jam,48,118,21,2019-06-27 23:00:00,https://www.itch.io/jam/sok-stories-jam,y,78.0
Overall,2019-04-16 08:00:00,tppr2046||PLAYBILLY||Akum,KUSO Game Jam 2019,46,0,29,2019-04-13 02:00:00,https://www.itch.io/jam/kuso-game-jam-2019,y,78.0
Overall / Note globale||Gameplay / Systèmes de jeu||Storytelling & Writing / Écriture et narration||Inventiveness / Inventivité||Aesthetics & Mood / Esthétique et ambiance,2017-08-21 21:59:59,Aurélien Dos Santos||Game Dev Alliance,RPG Maker Jam,88,468,32,2017-08-18 15:00:00,https://www.itch.io/jam/rpgmakerjam,y,78.99972222222222
Overall,2017-12-19 06:00:00,Gwen||Jellebones,Hot Dog Jam 2017,35,0,11,2017-12-15 23:00:00,https://www.itch.io/jam/hot-dog-jam,y,79.0
Overall||Fun||Theme||Graphics||Audio||Mood||Humor,2018-10-09 01:00:00,opensource.com||caramelcode||mwcz,Open Jam 2018,252,543,45,2018-10-05 17:00:00,https://www.itch.io/jam/open-jam-2018,y,80.0
Overall||Fun||Theme||Graphics/Art||Audio||Mood||Humor,2019-10-01 01:00:00,caramelcode||mwcz,Open Jam 2019,122,410,28,2019-09-27 17:00:00,https://www.itch.io/jam/open-jam-2019,y,80.0
Score,2016-09-06 21:59:59,coin,BBQ Game Jam'16,22,1,15,2016-09-03 12:00:00,https://www.itch.io/jam/bbq-game-jam16,y,81.99972222222222
Score,2015-09-08 21:59:59,coin,BBQ Game Jam'15,33,165,30,2015-09-05 12:00:00,https://www.itch.io/jam/bbqgamejam15,y,81.99972222222222
Overall,2018-03-19 21:00:00,Yanko Oliveira,The 1 Class Jam,53,0,15,2018-03-16 11:00:00,https://www.itch.io/jam/the-1-class-jam,y,82.0
Deliciousness||Respect of the Theme||Game Design||Game Play||Sound Effects||Music||Graphics,2018-05-08 06:59:59,ZahranW,mini jam,66,249,19,2018-05-04 20:00:00,https://www.itch.io/jam/mini-jam,y,82.99972222222222
How fun?||Most Innovative?||Use of Theme/s?,2019-07-15 02:00:00,crunchlaw,DiveJam 2,65,106,15,2019-07-11 14:00:00,https://www.itch.io/jam/divejam2,y,84.0
Overall||Matches Theme||Playability||Graphics||Audio,2015-01-30 23:59:00,disaldo,City College Plymouth 2nd Game Jam,14,69,13,2015-01-27 10:20:00,https://www.itch.io/jam/-game-jam,y,85.65
Overall||Look and Style Interpretation||Creativity of Soundtrack and Sound||Story Quality and Engagement||Refinement and Optimization||Gameplay Creativity,2017-09-05 12:00:00,TairaGames,Dev Squad Jam: Replicate,105,290,23,2017-09-01 13:00:00,https://www.itch.io/jam/dev-squad-jam-replicate,y,95.0
Overall||Best game||Most innovative idea||Best use of theme,2017-05-30 06:59:59,DiVeR,DiveJam,58,78,12,2017-05-26 07:00:00,https://www.itch.io/jam/divejam,y,95.99972222222222
Theme Relevance||Aesthetics||Enjoyment,2019-05-28 14:00:00,takushyo,Taku's Mini Jam,89,0,18,2019-05-24 14:00:00,https://www.itch.io/jam/takus-mini-jam,y,96.0
Overall||Graphics||Gameplay||Sound||Originality||Completion,2019-03-17 23:00:00,Sørb,Unity Game Studio,17,0,14,2019-03-13 23:00:00,https://www.itch.io/jam/unity-game-studio,y,96.0
Slime-yness||Heckarad||Originality||Gameplay||Theming||Aesthetics,2017-08-22 16:33:33,Gwen||Jellebones,Slime Jam 2000,66,79,12,2017-08-18 16:29:29,https://www.itch.io/jam/slimejam2000,y,96.06777777777778
"Overall||Best ""La Petite Mort""||Best ""Le Grand Guignol""",2018-10-31 06:59:59,rubereaglenest||joshg,ECTOCOMP 2018 (English),37,212,22,2018-10-27 05:59:59,https://www.itch.io/jam/ectocomp-2018-english,y,97.0
Overall,2019-03-04 23:00:00,Extra Credits,Extra Credits Game Jam #3,1245,0,269,2019-02-28 20:00:00,https://www.itch.io/jam/extra-credits-game-jam-3,y,99.0
Overall,2019-08-27 06:59:59,Extra Credits,Extra Credits Game Jam #5,866,0,186,2019-08-23 03:00:00,https://www.itch.io/jam/extra-credits-game-jam-5,y,99.99972222222222
Overall,2019-06-04 02:00:00,Extra Credits,Extra Credits Game Jam #4,1185,0,299,2019-05-30 22:00:00,https://www.itch.io/jam/extra-credits-game-jam-4,y,100.0
Overall||Fun||Innovation||Art style/direction,2019-09-30 17:15:00,UnidayStudio,Zelda-Like Game Jam,138,51,17,2019-09-26 13:00:00,https://www.itch.io/jam/zelda-like-game-jam,y,100.25
Crowd Favorite,2017-10-18 04:59:59,Chillennium Game Jam,Chillennium 2017,101,47,89,2017-10-13 23:00:00,https://www.itch.io/jam/chillennium17,y,101.99972222222222
Overall,2015-10-07 01:00:00,avaugoux,Jam Nuit Blanche,17,0,11,2015-10-02 17:00:00,https://www.itch.io/jam/jam-nuit-blanche,y,104.0
Overall||Fun||Visual Aesthetics||Use of Theme,2018-05-15 18:00:00,unrealengine,2018 Spring #ue4jam,784,0,167,2018-05-10 19:00:00,https://www.itch.io/jam/2018-spring-ue4jam,y,119.0
Overall||Gameplay||Art||Sound||Controls,2017-03-21 03:59:59,The Linux Gamer,The Linux Game Jam 2017,167,293,52,2017-03-16 04:00:00,https://www.itch.io/jam/linux-jam-2017,y,119.99972222222222
Overall||Melody||Harmony||Motifs||Rhythm and Pacing||Mixing and Mastering,2016-08-03 03:59:59,Monsters & Co.,Composer Jam,50,78,15,2016-07-29 04:00:00,https://www.itch.io/jam/composer-jam,y,119.99972222222222
"Overall||Aesthetics and Graphics||Music and Sound||Gameplay||""I didn't expect that"" rating",2017-11-05 11:00:00,TairaGames,Dev Squad Jam: Halloween,123,201,20,2017-10-31 11:00:00,https://www.itch.io/jam/dev-squad-halloween,y,120.0
Use of Theme||Fun||Visual Aesthetics,2018-08-21 19:00:00,unrealengine,2018 Summer #ue4jam,547,0,143,2018-08-16 19:00:00,https://www.itch.io/jam/2018-summer-ue4jam,y,120.0
Was it Slime related?||Creativeness||Playable||Was it fun?,2018-04-15 04:00:00,8-bit llama games,Slime Jam!,124,401,34,2018-04-10 04:00:00,https://www.itch.io/jam/slime-studio-jam,y,120.0
Overall||Best Overall||Best Visuals||Best Design||Best Sound||Best Narrative||Rookie Award||Emerging Technology,2019-09-26 03:00:00,impuuuu||Jake Crabtree,UT Game Jam 2019,39,1,21,2019-09-20 23:00:00,https://www.itch.io/jam/ut-game-jam-2019,y,124.0
Overall||Use of theme||Composition||Fun,2019-05-08 03:59:59,unrealengine,2019 Spring #ue4jam: Marketplace Takeover,750,0,183,2019-05-02 19:00:00,https://www.itch.io/jam/2019-spring-ue4jam-marketplace-takeover,y,128.99972222222223
Overall,2019-08-14 03:59:59,unrealengine,2019 Summer #ue4jam,782,0,222,2019-08-08 18:00:00,https://www.itch.io/jam/2019-summer-ue4jam,y,129.99972222222223
Overall||Creativity||Visual Experience||Audio Experience||Game Mechanics,2019-01-24 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 80,122,201,26,2019-01-18 17:00:00,https://www.itch.io/jam/weekly-game-jam-80,y,144.0
Overall||Creativity||Visual experience||Audio experience||Game mechanics,2018-02-08 17:00:00,Weekly Game Jam||Nekomatata||PouleyKetchoup,Weekly Game Jam - Week 30,74,178,22,2018-02-02 17:00:00,https://www.itch.io/jam/weekly-game-jam-30,y,144.0
