jam_criteria,jam_end_date,jam_name,jam_no_joined,jam_no_rating,jam_no_submissions,jam_start_date,jam_url
Overall||Character Development||Origin Story||Rival/Nemesis||Super Power||World Around The Main Character,2016-12-18 17:00:00,Super Villain Jam,5,0,0,2016-12-14 05:00:00,https://www.itch.io/jam/super-jam
,2017-08-06 21:59:59,EnterJam,5,0,2,2017-07-30 22:00:00,https://www.itch.io/jam/entjam
,2018-12-14 21:02:40,An Ordinary Game Jam,5,0,4,2018-12-08 15:00:00,https://www.itch.io/jam/an-ordinary-game-jam
,2019-05-19 17:00:00,Eurovision Jam Along 2019,5,0,1,2019-05-18 19:00:00,https://www.itch.io/jam/eurovision-jam-along
Overall,2015-06-26 21:00:00,GLASS2015 3rd week jam,5,0,4,2015-06-21 22:00:00,https://www.itch.io/jam/glassweekjam2015
,2016-03-20 07:00:00,The daily GDC Game Jam,5,0,1,2016-03-14 16:00:00,https://www.itch.io/jam/the-daily-gdc-game-jam
Fun||Gameplay||Looks,2019-07-11 04:00:00,8x8  Jam,5,0,1,2019-07-10 18:00:00,https://www.itch.io/jam/8-x-8-jam
,2018-03-15 16:40:00,Digital Spring Jam 2018,5,0,4,2018-03-15 09:00:00,https://www.itch.io/jam/digital-spring-jam-2018
Overall,2015-09-02 20:12:16,Burgers 'N' Fries Jam I,5,0,4,2015-08-29 20:08:16,https://www.itch.io/jam/burgers-n-fries-jam-1
Overall||Creativity||Art Style,2015-10-11 14:00:00,Help Hope Hear Jam,5,0,1,2015-09-11 14:00:00,https://www.itch.io/jam/help-hope-hear-jam
"Overall||Innovacion - ¿Es un juego innovador?||Diversion - ¿Es divertido? ¿Las horas pasan sin darme cuenta?||Tema - ¿Se relaciona con conservación del agua?||Gráficas - ¿Son bonitas, interesantes, relacionadas al tema?||Audio - ¿Tiene efectos por cada acción? ¿La música ayuda a la immersión?||Humor - ¿Es gracioso?||Mood - Narrativa, emoción y ambiente que experimenta mientras juega..||Overall - Opinión general del juego, en cada aspecto importante para ti.",2015-11-06 17:00:00,Hackathon Hub GameJam,5,0,3,2015-10-15 13:00:00,https://www.itch.io/jam/hackathon-hub-gamejam
,2018-09-14 16:00:00,JamIsland @Schmiede #NoPlan 2018,5,0,4,2018-08-31 10:00:00,https://www.itch.io/jam/schmiede-2018-jam-island
Overall||Weird as hell||Must be horror themed||Made with Unity,2015-10-30 05:00:00,Weird Horror Jam,5,0,5,2015-08-01 05:00:00,https://www.itch.io/jam/weird-horror-jam
Overall||Includes unique confrontations||Created in the span of the gamejam||Fun to play||Creativity,2018-01-03 04:59:59,Unique Confrontations Gamejam,5,0,3,2017-11-27 05:00:00,https://www.itch.io/jam/unique-confrontations
Should follow the theme||Should be creative||should be fun to play,2017-12-19 00:00:00,Pure.JS,5,0,1,2017-12-05 00:00:00,https://www.itch.io/jam/purejs2
Gameplay||Controls||Programming||Graphics||Theme,2019-01-12 15:00:00,PNGE jam - Processing No Game Engine jam #03,5,0,1,2019-01-06 15:00:00,https://www.itch.io/jam/pnge03
,2017-06-19 04:00:00,Monthly 48-Hour Game Jam,5,0,1,2017-06-15 13:37:09,https://www.itch.io/jam/monthly-24-hour-game-jam-
Overall||Overall||Gameplay||Fun||Story||Mood||Audio,2016-03-29 01:00:00,Drug Jam,5,4,4,2016-03-26 01:00:00,https://www.itch.io/jam/dj72
,2017-08-09 22:00:00,Ultimate Update Game Jam,5,0,1,2017-08-03 19:00:00,https://www.itch.io/jam/ultimate-update-game-jam
Overall,2018-11-01 00:00:00,DT508 Review Week gamejam 2018,5,0,5,2018-10-21 23:00:00,https://www.itch.io/jam/dt508-review-week-gamejam
,2018-10-31 00:00:00,THE MEGA GAMECRAFT SHOWDOWN,5,0,3,2018-09-29 09:00:00,https://www.itch.io/jam/the-mega-gamecraft-showdown
,2018-10-14 04:00:00,W3 Game Jam (y18w41),5,0,1,2018-10-07 04:00:00,https://www.itch.io/jam/w3-game-jam-y18w41
Overall||Overall Content||Graphics||Sound||Original||Theme,2017-07-09 03:59:59,Marvelous Monthly Jam #2,5,1,2,2017-07-01 04:00:00,https://www.itch.io/jam/marvelous-monthly-jam-2
,2018-10-29 00:00:00,Idea Jam,5,0,3,2018-10-21 23:00:00,https://www.itch.io/jam/idea-jam
,2018-09-30 04:00:00,W3 Game Jam (y18w39),5,0,2,2018-09-23 04:00:00,https://www.itch.io/jam/w3-game-jam
,2019-06-23 18:00:00,Game Anglia Network NoMoon Week 4 Jam,5,0,4,2019-06-16 23:00:00,https://www.itch.io/jam/game-anglia-network-nomoon-week-4-jam
,2017-10-22 07:30:00,Game Jam Takahashi 2017,5,0,4,2017-10-21 00:00:00,https://www.itch.io/jam/game-jam-takahashi-2017
,2018-12-11 02:00:00,Merged Festivities : 1,5,0,1,2018-10-05 06:00:00,https://www.itch.io/jam/mergedfestivities1
,2018-04-29 01:00:00,The Final Jam,5,0,4,2018-04-28 16:00:00,https://www.itch.io/jam/the-final-jam
Overall,2018-09-29 21:30:00,babycastles flickgame jam,5,0,5,2018-09-29 19:00:00,https://www.itch.io/jam/babycastles-flickgame-jam
Overall,2018-10-03 12:00:00,Themed Nonsense,5,0,1,2018-09-29 12:00:00,https://www.itch.io/jam/themed-nonsense
Overall||Game Design||Art||Theme,2018-10-07 20:00:00,Default Choice Monthly Jam #2,5,3,1,2018-10-05 18:00:00,https://www.itch.io/jam/default-choice-monthly-jam-2
Overall||Music||Graphics||Gameplay,2018-10-08 22:59:59,GameMaker: Studio 2 - Game Jam,5,2,1,2018-10-01 05:35:00,https://www.itch.io/jam/gm2jam
,2018-11-04 04:00:00,W3 Game Jam (y18w44),5,0,1,2018-10-28 04:00:00,https://www.itch.io/jam/w3-game-jam-y18w44
,2018-10-04 19:00:00,Aurora SIEGE Submissions 2018,5,0,2,2018-10-01 21:26:35,https://www.itch.io/jam/agdcsiege
Overall||Creative use of theme||Game Design||Gameplay||Art||Story||Overall Funness,2017-08-14 21:00:00,Beast Jam,5,12,3,2017-08-10 21:00:00,https://www.itch.io/jam/beast-jam
Overall,2018-09-22 04:00:00,Games & Devs Game Jam!,5,0,1,2018-09-08 04:00:00,https://www.itch.io/jam/games-devs-game-jam
Clear Instructions||Graphics||Engaging||Humor,2018-11-14 05:00:00,Playing God,5,1,1,2018-10-14 04:00:00,https://www.itch.io/jam/playing-god
Overall||Performance||Survival Aspect||Playability||Random other thing,2017-08-28 06:59:59,JustPlayGames' Survival Challenge,5,1,1,2017-08-13 20:00:00,https://www.itch.io/jam/survival-challenge
,2018-10-14 06:59:59,Panic at the Game Jam!,6,0,5,2018-10-13 17:00:00,https://www.itch.io/jam/panic-at-the-game-jam
MUST be made made with an eclipse engine||MUST be hosted||Must be a one person project,2017-09-03 20:16:51,Eclipse ORPG Contest,5,1,2,2017-08-27 23:00:00,https://www.itch.io/jam/eclipse-orpg-contest
,2018-10-29 00:00:00,ACM: Spooky Game Jam,6,0,3,2018-10-27 00:00:00,https://www.itch.io/jam/acm-spooky-game-jam-
,2017-02-12 23:00:00,OA Jam,6,0,3,2017-02-05 23:00:00,https://www.itch.io/jam/oa-jam
,2017-04-14 22:59:59,Get Well Soon Jam,6,0,2,2017-04-09 11:00:00,https://www.itch.io/jam/get-well-soon-jam
Spookiness||Graphics||Gameplay||Sound||Game juice,2017-10-14 03:59:59,IGDA Becker Chapter Halloween Jam 2017,5,4,5,2017-10-13 21:59:59,https://www.itch.io/jam/becker-igda-spoopy-jam
,2018-07-29 06:59:59,July Rainbow Jam 2018,6,0,2,2018-07-22 07:00:00,https://www.itch.io/jam/july-rainbow-jam-2018
Overall||Gameplay||Graphics||Sound Effects and Music||Use of Theme,2018-10-28 05:59:59,G33X-Jam 2018,5,0,0,2018-09-09 06:00:00,https://www.itch.io/jam/g33xjam-2018
,2017-05-01 05:00:00,Queer Zine Jam: IDENTITY,6,0,2,2017-04-28 05:00:00,https://www.itch.io/jam/queer-zine-jam-id
Overall,2018-02-07 07:00:00,Steam Jam,6,0,1,2018-01-24 06:00:00,https://www.itch.io/jam/steam-jam
,2016-07-10 08:00:00,Sunshine Game Jam,6,0,4,2016-07-08 08:00:00,https://www.itch.io/jam/sunshine-game-jam
,2018-04-26 17:00:00,"1 Day, 50 Lines",6,0,3,2018-04-26 14:00:00,https://www.itch.io/jam/50-lines
,2019-09-05 04:00:00,Profit Jam 2019,6,0,3,2019-06-01 04:00:00,https://www.itch.io/jam/profit-jam-2019
,2015-05-31 03:59:59,AGDG Waifu Jam 2015,6,0,5,2015-05-01 04:00:00,https://www.itch.io/jam/wj2015
,2018-04-19 14:30:00,Movie Jam,6,0,4,2018-04-12 22:00:00,https://www.itch.io/jam/movie-jam
Creativity||Art||Unique features||Compleatness,2018-06-12 05:00:00,Puzzle Game Jam,6,2,2,2018-06-01 05:00:00,https://www.itch.io/jam/corwyns-puzzles
Overall||Story||Gameplay||Graphic||Music,2017-08-07 06:00:00,Summer Rain - Browser Game,6,6,2,2017-07-30 06:00:00,https://www.itch.io/jam/summer-rain
Overall,2019-09-18 23:00:00,Cyclops Jam,6,0,3,2019-09-05 23:00:01,https://www.itch.io/jam/cyclops-jam
,2017-11-07 12:00:00,DevSoc York Halloween Competition 2017,6,0,2,2017-10-31 12:00:00,https://www.itch.io/jam/devsoc-york-halloween-competition-2017
,2018-10-29 03:59:59,6 Hour Spooky Jam 2018,6,0,5,2018-10-27 16:38:56,https://www.itch.io/jam/6-hour-spooky-jam-2018
,2015-11-22 03:00:00,"IGDA ASU Game Jam - ""Look Out for that Thing!""",6,0,5,2015-11-21 15:00:00,https://www.itch.io/jam/igda-asu-game-jam
,2015-10-26 04:59:59,"""I Barely Survived That Game Jam"" Game Jam",6,0,5,2015-10-15 04:59:59,https://www.itch.io/jam/GRJam
Overall,2018-02-27 07:00:00,Winters End Jam,6,0,1,2017-12-22 07:00:00,https://www.itch.io/jam/the-spring-
,2019-09-17 11:30:00,Make a Game Jam,6,0,1,2019-09-10 11:30:00,https://www.itch.io/jam/make-a-game-jam
,2017-10-15 03:59:59,6 Hour Jam 2017,6,0,5,2017-10-14 04:00:03,https://www.itch.io/jam/6-hour-jam-2017
,2018-12-30 20:00:00,[FR] Partim 500 numéro 3,6,0,3,2018-12-23 20:00:00,https://www.itch.io/jam/partim-500-an-2018
Fidelidade||Jogabilidade||Arte||Musica,2017-10-10 17:00:00,UFT Game Jam #1,6,0,2,2017-10-05 15:00:00,https://www.itch.io/jam/uft-game-jam-1
Overall||Is this game Fun?||Does this game look good?||Is this game creative?||Is the gameplay good?||How is the audio?,2014-12-14 23:00:00,Little People Game Jam #3,6,15,6,2014-12-12 22:00:00,https://www.itch.io/jam/little-people-game-jam-3
,2019-05-23 16:00:00,72LezGameJam#2,6,0,2,2019-05-20 16:00:00,https://www.itch.io/jam/72lezgamejam2
Gameplay||Visuals||Story,2018-12-14 00:00:00,Gdevelop Jam,6,2,1,2018-11-15 00:00:00,https://www.itch.io/jam/gdevelop-jam
,2018-10-25 12:00:00,T2S-Jam! (Time to Scare!),6,0,4,2018-03-25 12:00:00,https://www.itch.io/jam/t2s-jam-time-to-scare
,2019-07-22 03:00:00,Skill Development Jam #1,6,0,1,2019-07-20 00:00:00,https://www.itch.io/jam/skill-dev-jam-1
,2017-05-22 05:00:00,"Un juego al mes - ""Desierto"" y ""Este juego te odia"".",6,0,3,2017-04-22 05:00:00,https://www.itch.io/jam/retoindieabril
Overall,2019-08-12 04:59:59,Couch Games in Stop Motion,6,0,4,2019-08-05 05:00:00,https://www.itch.io/jam/coach-games-stop-motion-2019
Overall||Gameplay||Visuals||Audio||How much do you enjoy the game overall?||How well does it fit the theme?,2019-07-22 09:00:00,Trijam #28 Do you dare to try?,6,0,1,2019-07-19 09:00:00,https://www.itch.io/jam/trijam-28
,2019-02-22 15:00:00,Black History Month Jam 2019,6,0,3,2019-02-01 11:00:00,https://www.itch.io/jam/black-history-month-jam-2019
,2017-06-01 18:00:00,ADDON Jam 2017,6,0,2,2017-05-29 15:00:00,https://www.itch.io/jam/addon-jam-2017
FINAL RATING||THEME!||C O L O R F U L N E S S,2019-09-12 13:00:00,Weekly Rainbow Jam - Week 3,6,1,1,2019-09-06 13:00:00,https://www.itch.io/jam/weekly-rainbow-jam-week-3
,2019-06-15 23:30:00,Saturday Jam Live,6,0,6,2019-06-15 21:00:00,https://www.itch.io/jam/saturday-jam-live
,2018-10-28 08:30:00,Game Jam Takahashi 2018,6,0,5,2018-10-27 01:00:00,https://www.itch.io/jam/game-jam-takahashi-2018
"Overall||Originalidad: Entre más épico sea la propuesta califiquen más alto.||Hollywood: ¿Es un momento de cine o de rol? Rol califiquen más alto.||Trilogía: ¿Es tan épico que da para varias historias? Entre más, más alto.||Videogame: ¿Realmente se presta para interactuar, o solo es apariencia?||AltaLeticia: ¿Es rol o va más allá? Si, califiquen 5. Podría ser, 4. No, 1.",2018-01-22 08:00:00,Praxis 1: El Reto (Quinta parte),6,15,6,2018-01-13 06:00:00,https://www.itch.io/jam/praxis-1-el-reto-quinta-parte
,2016-06-18 22:00:00,Sepermelon Jam,6,0,2,2016-06-14 22:00:00,https://www.itch.io/jam/sepermelon-jam
,2017-06-29 23:00:00,DT508- Storyteller,6,0,4,2017-05-30 13:46:14,https://www.itch.io/jam/dt508dst
,2018-09-23 04:59:59,the humble bumble,6,0,1,2018-09-05 17:00:00,https://www.itch.io/jam/humble-bumble
Overall,2015-11-02 05:59:59,GDGT's All Hallows Challenge 2: The Revenge,6,0,3,2015-10-30 22:00:00,https://www.itch.io/jam/gdgtahc2
Overall||Gameplay||Fun||Visuals (Graphics)||User Interface||Audio,2019-05-28 04:00:00,Improvement Movement Game Jam 3,6,2,2,2019-05-24 04:00:00,https://www.itch.io/jam/imgamejam3
Should follow theme||Should be creative||Should be fun to play,2018-02-18 00:00:00,Pure.js,6,0,1,2018-02-11 00:00:00,https://www.itch.io/jam/purejs3
The most voted game is the winner||The other most voted games will be at second and third,2019-06-30 15:30:00,A.I. Game Jam,6,0,1,2019-06-25 15:30:00,https://www.itch.io/jam/ai-cool-game-jam
,2018-06-18 06:59:59,#QueerDH 2018,6,0,10,2018-06-15 07:00:00,https://www.itch.io/jam/queerdh-2018
,2019-03-03 15:00:00,Dog Jam,6,0,3,2019-03-01 14:00:00,https://www.itch.io/jam/dog-jam-unicornpirates
Overall,2017-04-10 04:59:59,Un Juego al mes - Sombras Y juegos basados en Películas,6,0,1,2017-03-09 05:00:00,https://www.itch.io/jam/reto-indie-marzo
,2016-04-01 23:00:00,Limerick GameCraft 2016,6,0,6,2016-03-05 09:00:00,https://www.itch.io/jam/limerick-gamecraft-2016
,2019-05-07 04:00:00,"Chronicles GameDev Challenge, Week 5",6,0,2,2019-04-30 04:00:00,https://www.itch.io/jam/chronicles-gamedev-challenge-week-5
,2018-09-01 02:52:00,"Quimeras, monstruos y lo biológicamente alterado",6,0,3,2018-08-26 13:00:00,https://www.itch.io/jam/quimeras-monstruos-y-lo-biologicamente-alterado
Overall||Game design||Art||Theme,2018-08-26 20:00:00,Default choice Monthly Jam #1,6,2,2,2018-08-24 18:00:00,https://www.itch.io/jam/default-choice-monthly-jam
,2017-07-02 03:59:00,Canada's 150th - Game Jam,6,0,6,2017-02-01 05:00:00,https://www.itch.io/jam/canada150game
Overall||Gameplay||Graphics||Sound||Meets requirements,2017-03-06 20:00:00,192 Jam,6,1,1,2017-02-06 20:00:00,https://www.itch.io/jam/192-jam
,2018-11-19 04:59:59,Fire,6,0,4,2018-11-09 23:00:00,https://www.itch.io/jam/fire
,2017-01-15 12:59:59,Ham Jam 1: Dungeon,6,0,2,2017-01-08 01:00:00,https://www.itch.io/jam/ham-jam-dungeon
Overall,2018-12-24 04:59:59,Odd Weekend Xmas,6,0,1,2018-12-21 05:00:00,https://www.itch.io/jam/odd-weekend-xmas
Global appreciation||Respect of the theme||Respect of the constraints||Beauty||Quality,2018-10-21 18:00:00,Art Design Kompet (for graphic designers) #2,6,6,1,2018-10-13 06:00:00,https://www.itch.io/jam/art-design-kompet
,2016-08-20 22:00:00,Q'uk'umatz Game Jam,6,0,4,2016-08-19 22:00:00,https://www.itch.io/jam/qukumatz-game-jam
Overall||Fun||Quality||Theme,2018-09-30 10:00:00,Okey Jam,6,1,1,2018-09-16 10:00:00,https://www.itch.io/jam/okey-jam
Overall||Is it playable?||Is it fun?||Would you recommend this game to your friends?,2019-02-23 21:30:00,Trijam #8 Do you dare to try?,6,1,1,2019-02-23 18:00:00,https://www.itch.io/jam/trijam-8
,2019-05-21 04:00:00,"Chronicles GameDev Challenge, Week 7",6,0,2,2019-05-14 04:00:00,https://www.itch.io/jam/chronicles-gamedev-challenge-week-7
,2019-08-06 18:30:00,NexZen Studios GDevelop Jam,6,0,1,2019-07-30 18:30:00,https://www.itch.io/jam/nexzen-studios-gdevelop-jam
,2018-07-23 04:00:00,The Knight of Communism Jam,6,0,2,2018-06-23 04:00:00,https://www.itch.io/jam/incorporate-a-knight-communism
Overall||Theme||Gameplay||Style,2016-04-28 01:00:00,Classic Doom - Map Jam,6,1,2,2016-04-23 01:00:00,https://www.itch.io/jam/classic-doom-map-jam
Overall||Fun Value||RPG-ishness||Functionality||Creativity||Quality of writing,2016-01-27 05:00:00,Twine RPG Jam,6,0,1,2016-01-20 05:00:00,https://www.itch.io/jam/twine-rpg-jam
Overall,2018-05-27 03:00:00,1º Concurso Desarrollo de Videojuegos ADEVI,6,0,6,2018-04-12 04:00:00,https://www.itch.io/jam/concurso-desarrollo-videojuegos
The factor of not getting caught.||Creativity.,2018-12-19 22:00:00,Don't Get Caught!,6,0,1,2018-12-12 14:00:00,https://www.itch.io/jam/dont-get-caught
Overall||Theme - How well is the given theme portrayed?||Mechanics - How unique are the mechanics to a survival game and how well are they implemented?||Survival - How well is the genre of Survival implemented? Does it feel like a challenge to survive in this game?,2017-06-11 12:00:00,Survive the Game Jam 1,6,3,1,2017-06-08 12:00:00,https://www.itch.io/jam/survivegamejam1
Overall,2016-02-14 20:00:00,The Great Ham Jam,6,0,6,2016-02-12 22:00:00,https://www.itch.io/jam/the-great-ham-jam
Overall,2018-03-05 04:00:00,Chunky Game Jam,6,0,2,2018-02-23 23:00:00,https://www.itch.io/jam/chunky-jam
Overall||By how weird it is.||How unique it is.||If they put forth effort in the project,2017-10-14 05:00:00,Weirded Out Game Jam,6,1,2,2017-09-11 05:00:00,https://www.itch.io/jam/weirdedout-game-jam
,2015-11-22 15:30:00,Card/Board Game Jam 2015,6,0,4,2015-11-20 11:00:00,https://www.itch.io/jam/mjt2015
"Overall||Originality - How original is the concept, designs and/or storyline||Design - Graphics, atmosphere, audio effects, and music||Entertainment Value - How much enjoyment did you get out of the game||Polish - How well crafted and/or complete is the game",2018-04-23 07:00:00,"($1,250 in prizes) App Challenge Game Jam",6,3,2,2018-04-20 16:00:00,https://www.itch.io/jam/app-challenge-game-jam
,2017-06-28 22:00:00,Pixel Art Challenge,6,0,2,2017-06-19 22:00:00,https://www.itch.io/jam/pixel-art-challenge
Enjoyability||Effects||Heros/Characters||UI||Host's preference :),2019-06-19 20:00:00,Fighting Game Jam,6,0,1,2019-06-12 20:00:00,https://www.itch.io/jam/fighting-game-jam2
,2019-04-15 18:00:00,Manti's Birthday Game Jam,6,0,2,2019-04-08 18:00:00,https://www.itch.io/jam/manti-jam
General||Música||Inovación||Diversión||Visuales,2017-10-18 07:59:00,8bits JAM,6,6,2,2017-10-06 05:00:00,https://www.itch.io/jam/8bits-jam
,2018-06-15 13:59:59,SAE Brisbane Games - Studio 1 - 18T2 - Wherefore Art Thou?,6,0,2,2018-05-23 14:00:00,https://www.itch.io/jam/sae-brisbane-games-studio-1-18t2-wherefore-art-thou
,2018-12-03 04:59:59,Even Weekend Game Jam 2 + Mini Jam,6,0,1,2018-11-30 05:00:00,https://www.itch.io/jam/even-weekend-game-jam-2
Overall,2018-07-04 18:00:00,Leakforums.co - Low Poly Jam - Win a VIP Membership!,6,0,1,2018-06-28 22:00:00,https://www.itch.io/jam/leakforumsco-jam-win-a-vip-membership
Should follow the theme||Should be creative||should be fun to play,2017-10-21 23:00:00,Pure.JS,6,1,1,2017-10-15 23:00:00,https://www.itch.io/jam/purejs
It's just a good game||Arcade||Pixel||It's memey (Not deserving of the award.),2019-07-01 05:59:59,Retro Jam,6,3,4,2019-06-19 21:18:52,https://www.itch.io/jam/retro-jam-is-cool
,2017-10-21 01:00:00,Melody Jam,6,0,5,2017-10-18 04:00:00,https://www.itch.io/jam/melody-jam
Overall,2018-07-05 11:30:00,#AndroidGameJam2018,6,0,2,2018-06-25 11:30:00,https://www.itch.io/jam/android
Overall||How creative is the game?||Was the game supernatural themed?||Does the game look well thought out and not rushed?,2016-11-02 04:00:00,Trijam: The supernatural end,6,0,2,2016-07-21 18:17:37,https://www.itch.io/jam/trijam-the-supernatural-end
Loyalty to the Rules||Retro-ness||Creativity,2019-02-07 00:00:00,Way too Retro Jam #1,6,0,2,2019-01-25 00:00:00,https://www.itch.io/jam/way-too-retro-jam-1
,2019-07-21 12:30:00,BTG Semester Break Game Jam,6,0,5,2019-07-19 23:00:00,https://www.itch.io/jam/btgjam19
Overall,2018-10-01 01:00:00,Newbies and Vets Game Jam 2018,6,0,4,2018-09-29 00:00:00,https://www.itch.io/jam/newbies-and-vets-game-jam-2018
Overall||Originality||Creativity||Wieldness||Fummess,2016-07-28 21:00:00,Prototype Game Jam 48h! (#PrototypeGameJam),6,1,1,2016-07-26 21:00:00,https://www.itch.io/jam/prototype-jam-48h
,2017-11-30 06:00:00,Winnipeg Winter Game Jam,6,0,4,2017-11-17 06:00:00,https://www.itch.io/jam/winnipeg-winter-game-jam
,2018-02-25 18:00:00,Games for the Many Manchester,6,0,5,2018-02-17 12:00:00,https://www.itch.io/jam/games-for-the-many-manchester
Did it use squares only?||How fun was it?||Was it visually appealing?||Was it playable?,2018-08-04 04:00:00,Square Jam,6,5,4,2018-08-01 04:00:00,https://www.itch.io/jam/square-jam
,2016-03-31 22:00:00,Java game jam,6,0,10,2016-01-31 23:00:00,https://www.itch.io/jam/java-game-jam
,2019-05-04 17:00:00,ボイゲジャム 1Day ハッカソン,6,0,5,2019-05-04 15:00:00,https://www.itch.io/jam/voicegamejam1day
Overall,2019-07-27 21:00:00,GoreJam - Month 1,6,0,1,2019-06-30 21:00:00,https://www.itch.io/jam/gorejam-month-1
,2017-08-04 06:00:00,Esoteric Hello World! Jam 2017,6,0,2,2017-08-01 06:00:00,https://www.itch.io/jam/hello-world
"Theme-Following||Code||Looks||Tunes||Gameplay||Sorry, Kid -- Personal Tastes.",2019-01-01 04:59:59,To the End of the Year Jam,6,1,1,2018-12-19 04:59:59,https://www.itch.io/jam/tey-jam
,2017-09-24 06:59:59,September Rainbow Jam,6,0,1,2017-09-10 07:00:00,https://www.itch.io/jam/september-rainbow-jam
,2016-01-24 07:59:59,Game Maker Jam: 2016,6,16,5,2016-01-01 08:00:00,https://www.itch.io/jam/game-maker-jam-2016
,2019-07-31 05:00:00,[Free] [Hardcore] [Questing] [Any Genre],6,0,2,2019-02-01 06:00:00,https://www.itch.io/jam/free-hardcore-questing-any-genre
Overall,2019-08-19 00:00:00,One Button Local Multiplayer,6,0,3,2019-08-16 00:00:00,https://www.itch.io/jam/one-button-local-multiplayer
Combat/Turn-Based Element||Other Gameplay,2019-01-02 00:00:00,Turn-Based Game Jam,6,2,1,2018-12-02 00:00:00,https://www.itch.io/jam/turn-based-game-jam
Likeliness to give PTSD Factor||Creativity Factor||Horror/ Terror Factor||OMG/WOW Factor,2019-09-02 19:00:00,Ghost Train / Dark Ride Game Jam,6,0,1,2019-08-16 23:00:00,https://www.itch.io/jam/ghost-train-game-jam
Overall,2019-03-25 00:00:00,Mermelada de mesa 2019,6,0,4,2019-03-23 01:00:00,https://www.itch.io/jam/mermeladademesa
Overall||Originality||Artistic Quality||Glitchiness||Music (if original),2019-03-01 04:59:59,Light and Dark,6,0,2,2019-02-21 05:00:00,https://www.itch.io/jam/light-and-dark
,2015-05-31 23:15:00,Minigame Jam,7,0,8,2015-05-29 23:00:00,https://www.itch.io/jam/minigame-jam
,2018-07-30 22:01:00,Perpetual Jam,7,0,1,2018-07-02 22:00:00,https://www.itch.io/jam/perpetual-jam
,2019-04-12 22:00:00,Procedural JAM @STMN,7,0,3,2019-04-04 22:00:00,https://www.itch.io/jam/procedural-stmn-jam
,2016-11-22 05:00:00,Autumn 2016 Lisp Game Jam,7,0,1,2016-11-11 05:00:00,https://www.itch.io/jam/autumn-2016-lisp-game-jam
,2017-06-04 22:00:00,Iyashikei / healing jam,7,0,4,2017-05-18 22:00:00,https://www.itch.io/jam/healing-jam
Theme||Fun||Functionality ie how well it plays||Originality,2018-03-12 03:00:00,Lamar ACM Game Jam,6,4,3,2018-03-10 02:00:00,https://www.itch.io/jam/lamar-acm-game-jam
,2016-11-05 17:00:00,STOJAM 1,7,0,1,2016-10-28 01:00:00,https://www.itch.io/jam/stojam-1
Overall||COLOR_LIMIT||OS_LIMIT||UI_LIMIT||TEXT_LIMIT||ACTION_LIMIT||CHEATS_LIMIT||BREAK_LIMIT||CREDITS_LIMIT||OPEN_LIMIT||FUN_LIMIT,2019-05-09 21:59:59,OpenFun - Game Jam #1,7,0,1,2019-05-02 18:00:00,https://www.itch.io/jam/openfun-game-jam-1
,2019-05-26 18:10:00,GameJam Battle 2019,7,0,6,2019-05-26 12:00:00,https://www.itch.io/jam/gamejam-battle-2019
,2017-04-30 21:00:00,BANANA JAM,7,0,7,2017-04-24 16:00:00,https://www.itch.io/jam/banana-jam
,2017-10-12 04:00:00,Ctrl-Alt-Gfv: Jam de l'Alternative et du Groupe Féministe Vidéoludique,7,0,2,2017-09-27 04:00:00,https://www.itch.io/jam/ctrl-alt-gfv
Overall||Innovation – The unexpected unique idea.||Fun – Did you enjoy playing the game?||Theme – Does the game suit the theme? Is it a creative one?||Graphics – The look of the game.||Audio – How did the game sound?||Mood – The atmosphere of the game.||Stability - Is the system stable?||Overall – Your overall opinion of the game.,2018-04-29 18:00:00,SPPRO Discord GameJam 5,7,0,1,2018-04-27 18:00:00,https://www.itch.io/jam/sppro-discord-gamejam-5
Overall||game design||art||sound||implementation,2015-05-17 19:00:00,2015 Athens Game Jam,7,114,7,2015-05-15 21:00:00,https://www.itch.io/jam/2015-athens-game-jam
geral||Gameplay||Tema||Visuais||Sonorização,2019-03-08 03:00:00,Geléia Brasil - Edição 00 -  (Não Sobrou Nada),7,0,1,2019-02-28 03:00:00,https://www.itch.io/jam/geleia-brasil
Surreality||Creativity||Originality,2017-11-22 15:30:00,Surreal Jam,7,0,2,2017-11-17 15:30:00,https://www.itch.io/jam/surreal
,2018-08-31 03:00:00,SAE Melbourne Game Jam 2018,7,0,5,2018-08-29 02:00:00,https://www.itch.io/jam/saemelb2018
,2018-07-23 02:30:00,Swinburne Winter Game Jam,7,0,2,2018-07-19 14:00:00,https://www.itch.io/jam/swinburne-winter-game-jam
,2018-12-05 06:30:00,Classy Bogan Studios Opening Jam,7,0,2,2018-12-02 22:30:00,https://www.itch.io/jam/classy-bogan-studios-opening-jam
Overall||Gameplay||Graphics||Audio||Theme||Innovation,2019-05-06 11:00:00,NotMoeJam #3 - Avoid,7,0,1,2019-04-26 11:00:00,https://www.itch.io/jam/notmoejam-3
,2019-01-21 03:00:00,EP Jam #01,7,0,1,2019-01-14 03:00:00,https://www.itch.io/jam/ep-01
,2017-12-20 05:00:00,Bombleschtok Jam #1,7,0,1,2017-12-12 23:00:00,https://www.itch.io/jam/bombleschtok
,2018-12-31 00:00:00,Dublin GameCraft: A gamejam yule never forget!,7,0,4,2018-12-08 09:30:00,https://www.itch.io/jam/dublin-gamecraft-a-gamejam-yule-never-forget
